Disaster Number,Title,Number of Requests,Declaration Request Number,Incident Type,Incident Begin Date (First),Incident Begin Date (Last),Declaration Date (First),Declaration Date (Last),Latitude,Longitude
2663,VALLEY MILL FIRE,1,6134,Fire,2006-08-08,2006-08-08,2006-08-08,2006-08-08,48.4249969,-117.8489411
2664,VERDI FIRE,1,6136,Fire,2006-08-11,2006-08-11,2006-08-12,2006-08-12,40.5849048,-119.6131606
2665,JACKSON CANYON FIRE,1,6137,Fire,2006-08-14,2006-08-14,2006-08-14,2006-08-14,42.9487008,-106.8465639
2666,PURGATORY ROAD FIRE,1,6145,Fire,2006-08-16,2006-08-16,2006-08-16,2006-08-16,29.7979704,-98.2690787
2667,CADDO II FIRE COMPLEX,2,6144,Fire,2006-08-18,2006-08-18,2006-08-19,2006-08-19,32.70802595,-98.55078015000001
2668,COLUMBIA FIRE COMPLEX,2,6141,Fire,2006-08-21,2006-08-21,2006-08-22,2006-08-22,47.5168972,-120.2511365
2669,EMERALD HILLS FIRE,1,6142,Fire,2006-08-22,2006-08-22,2006-08-22,2006-08-22,45.9645464,-108.276076
2670,MUDD FIRE,1,6140,Fire,2006-08-23,2006-08-23,2006-08-24,2006-08-24,40.83269,-115.7630942
2671,DERBY FIRE,2,6151,Fire,2006-08-30,2006-08-30,2006-08-30,2006-08-30,47.32554655,-110.66025485
2672,RED APPLE FIRE ,1,6152,Fire,2006-08-31,2006-08-31,2006-09-01,2006-09-01,39.5462048,-107.8776144
2673,MA'ALAEA FIRE,1,6143,Fire,2006-09-01,2006-09-01,2006-09-02,2006-09-02,20.7580586,-156.3105232
2674,FLICK CREEK FIRE,1,6154,Fire,2006-09-09,2006-09-09,2006-09-11,2006-09-11,47.8409698,-120.0164591
2675,MOORE ROAD FIRE,1,6156,Fire,2006-09-14,2006-09-14,2006-09-14,2006-09-14,30.2878569,-97.7561392
2676,ORCHARD FIRE,1,6155,Fire,2006-09-16,2006-09-16,2006-09-17,2006-09-17,33.9824949,-117.374238
2677,DAY FIRE,1,6157,Fire,2006-09-25,2006-09-25,2006-09-26,2006-09-26,34.3435092,-119.29560423163716
2678,ESPERANZA FIRE,1,6165,Fire,2006-10-26,2006-10-26,2006-10-26,2006-10-26,33.9824949,-117.374238
2679,PINEHAVEN FIRE,1,6167,Fire,2006-11-11,2006-11-11,2006-11-11,2006-11-11,40.5849048,-119.6131606
2680,RIM ROCK FIRE ,1,6169,Fire,2006-11-15,2006-11-15,2006-11-15,2006-11-15,30.1227118,-97.8722281
2681,SHEKELL FIRE,1,6173,Fire,2006-12-03,2006-12-03,2006-12-03,2006-12-03,34.3435092,-119.29560423163716
2682,BELEN FIRE,1,7805,Fire,2007-02-23,2007-02-23,2007-02-24,2007-02-24,34.7325886,-106.8503919
2683,241 FIRE,1,7804,Fire,2007-03-11,2007-03-11,2007-03-11,2007-03-11,33.7872568,-117.850308
2684,53 BIG PINE FIRE,1,7809,Fire,2007-03-25,2007-03-25,2007-03-26,2007-03-26,27.9448537,-81.7268789
2685,SWEAT FARM ROAD FIRE,2,7820,Fire,2007-04-16,2007-04-16,2007-04-17,2007-04-17,31.02513085,-82.30075925
2686,KNEEKNOCKER SWAMP FIRE,1,7821,Fire,2007-04-26,2007-04-26,2007-04-26,2007-04-26,32.3704259,-84.5621431
2687,DELAND FIRE COMPLEX ,4,7824,Fire,2007-05-01,2007-05-01,2007-05-02,2007-05-02,29.01907525,-81.4594886
2688,ROUNDABOUT FIRE,1,7825,Fire,2007-05-04,2007-05-04,2007-05-05,2007-05-05,31.2232805,-81.8526121
2689,SUWANNEE FIRE COMPLEX,8,7827,Fire,2007-05-07,2007-05-07,2007-05-07,2007-05-07,29.5449937875,-83.23821343603844
2690,BLACK CREEK FIRE ,1,7826,Fire,2007-05-07,2007-05-07,2007-05-08,2007-05-08,30.6204939,-86.1912678
2691,GRIFFITH PARK FIRE,1,7823,Fire,2007-05-08,2007-05-08,2007-05-09,2007-05-09,34.0536909,-118.242766
2692,CALLOOSAHATCHEE FIRE COMPLEX,3,7832,Fire,2007-05-07,2007-05-07,2007-05-09,2007-05-09,27.701572133333332,-81.94399413333333
2693,BUGABOO SCRUB FIRE,1,7833,Fire,2007-05-09,2007-05-09,2007-05-09,2007-05-09,30.8775388,-82.1185847
2694,ISLAND FIRE,1,7829,Fire,2007-05-10,2007-05-10,2007-05-10,2007-05-10,34.0536909,-118.242766
2695,WARREN GROVE FIRE,2,7835,Fire,2007-05-15,2007-05-15,2007-05-16,2007-05-16,39.6744187,-74.719743
2696,OKEECHOBEE FIRE COMPLEX,6,7845,Fire,2007-05-29,2007-05-29,2007-06-27,2007-06-27,27.652655766666665,-81.10293965
2697,HARVEYTOWN FIRE,1,7846,Fire,2007-05-31,2007-05-31,2007-05-31,2007-05-31,34.8978619,-84.1724148
2698,NEWCASTLE FIRE,1,7853,Fire,2007-06-19,2007-06-19,2007-06-19,2007-06-19,39.5462048,-107.8776144
2699,CARIBOU HILLS FIRE,1,7858,Fire,2007-06-21,2007-06-21,2007-06-22,2007-06-22,60.0968272,-151.788033
2700,ANGORA FIRE,1,7850,Fire,2007-06-24,2007-06-24,2007-06-24,2007-06-24,38.7574137,-120.5276129
2701,OLOWALU FIRE,1,7855,Fire,2007-06-27,2007-06-27,2007-06-28,2007-06-28,20.7580586,-156.3105232
2702,CREEK FIRE,1,7857,Fire,2007-06-29,2007-06-29,2007-06-29,2007-06-29,40.5993165,-122.4919571
2703,NEOLA NORTH FIRE,3,7862,Fire,2007-06-30,2007-06-30,2007-06-30,2007-06-30,40.5300292,-110.73170463333334
2704,RED ROCK FIRE,1,7865,Fire,2007-07-06,2007-07-06,2007-07-06,2007-07-06,40.5849048,-119.6131606
2705,SLEEPING ELEPHANT FIRE,1,7867,Fire,2007-07-06,2007-07-06,2007-07-06,2007-07-06,38.8543857,-115.1444637
2706,INYO FIRE COMPLEX,1,7868,Fire,2007-07-07,2007-07-07,2007-07-07,2007-07-07,36.5595325,-117.4074712
2707,MILFORD FLAT FIRE,1,7863,Fire,2007-07-06,2007-07-06,2007-07-07,2007-07-07,39.0364951,-113.0861444
2708,CANYON FIRE,1,7869,Fire,2007-07-07,2007-07-07,2007-07-08,2007-07-08,34.0536909,-118.242766
2709,HUNGRY VALLEY FIRE,1,7866,Fire,2007-07-07,2007-07-07,2007-07-08,2007-07-08,40.5849048,-119.6131606
2710,ALABAUGH CANYON FIRE,1,7864,Fire,2007-07-07,2007-07-07,2007-07-08,2007-07-08,43.2264954,-103.5791473
2711,EASY STREET FIRE,1,7879,Fire,2007-07-08,2007-07-08,2007-07-08,2007-07-08,47.8409698,-120.0164591
2712,EGLEY FIRE COMPLEX,1,7873,Fire,2007-07-08,2007-07-08,2007-07-12,2007-07-12,43.6432092,-118.8227102
2713,HAWKEN FIRE,1,7870,Fire,2007-07-16,2007-07-16,2007-07-16,2007-07-16,40.5849048,-119.6131606
2714,TUNK GRADE FIRE,1,7880,Fire,2007-07-16,2007-07-16,2007-07-16,2007-07-16,48.3621013,-119.583866
2715,SALT CREEK FIRE,1,7878,Fire,2007-07-21,2007-07-21,2007-07-21,2007-07-21,39.6949628,-112.8342117
2716,BOX ELDER FIRE,1,7877,Fire,2007-07-19,2007-07-19,2007-07-21,2007-07-21,44.3501591,-103.8248538
2717,MURPHY FIRE COMPLEX,1,7874,Fire,2007-07-21,2007-07-21,2007-07-23,2007-07-23,40.83269,-115.7630942
2718,JOCKO LAKES FIRE,1,7881,Fire,2007-08-04,2007-08-04,2007-08-04,2007-08-04,46.8701049,-113.995267
2719,LITTLE GOOSE FIRE,1,7887,Fire,2007-08-12,2007-08-12,2007-08-12,2007-08-12,44.797194,-106.956179
2720,WAIALUA FIRE,1,7883,Fire,2007-08-14,2007-08-14,2007-08-14,2007-08-14,21.304547,-157.855676
2721,BLACK CAT FIRE,1,7885,Fire,2007-08-16,2007-08-16,2007-08-16,2007-08-16,46.8701049,-113.995267
2722,KOHALA MOUNTAIN ROAD FIRE,1,7886,Fire,2007-08-16,2007-08-16,2007-08-17,2007-08-17,19.6273325,-155.564561
2723,FORD ROAD FIRE,1,7889,Fire,2007-08-19,2007-08-19,2007-08-19,2007-08-19,45.9645464,-108.276076
2724,CASTLE ROCK FIRE,1,7907,Fire,2007-08-28,2007-08-28,2007-08-28,2007-08-28,43.3336455,-113.8808311
2725,EAST ZONE FIRE COMPLEX,2,7910,Fire,2007-08-30,2007-08-30,2007-08-30,2007-08-30,45.257788899999994,-115.5569783
2726,CASCADE FIRE COMPLEX,1,7908,Fire,2007-08-30,2007-08-30,2007-08-30,2007-08-30,44.7475094,-115.5978843
2727,GW FIRE,1,7899,Fire,2007-09-02,2007-09-02,2007-09-03,2007-09-03,44.1569232,-121.2586995
2728,BUTLER 2 FIRE,1,7904,Fire,2007-09-14,2007-09-14,2007-09-15,2007-09-15,34.1081621,-117.28946
2729,ANGEL FIRE,1,7905,Fire,2007-09-15,2007-09-15,2007-09-15,2007-09-15,32.7174202,-117.162772
2730,COUNTRY CLUB FIRE,1,7903,Fire,2007-09-16,2007-09-16,2007-09-16,2007-09-16,47.2117026,-112.4768049
2731,BROUGHTON FIRE,1,7912,Fire,2007-09-20,2007-09-20,2007-09-21,2007-09-21,45.6173396,-122.041751
2732,CANYON FIRE,1,7914,Fire,2007-10-21,2007-10-21,2007-10-21,2007-10-21,34.0536909,-118.242766
2733,BUCKWEED FIRE,1,7915,Fire,2007-10-21,2007-10-21,2007-10-21,2007-10-21,34.0536909,-118.242766
2734,WITCH FIRE,1,7916,Fire,2007-10-22,2007-10-22,2007-10-21,2007-10-21,32.7174202,-117.162772
2735,HARRIS FIRE,1,7917,Fire,2007-10-21,2007-10-21,2007-10-21,2007-10-21,32.7174202,-117.162772
2736,RANCH FIRE,2,7918,Fire,2007-10-20,2007-10-20,2007-10-22,2007-10-22,34.198600049999996,-118.76918511581857
2737,SANTIAGO FIRE,1,7919,Fire,2007-10-21,2007-10-21,2007-10-22,2007-10-22,33.7872568,-117.850308
2738,GRASS VALLEY FIRE,1,7920,Fire,2007-10-22,2007-10-22,2007-10-22,2007-10-22,34.1081621,-117.28946
2739,RICE FIRE,1,7921,Fire,2007-10-22,2007-10-22,2007-10-22,2007-10-22,32.7174202,-117.162772
2740,PUAKO FIRE,1,7925,Fire,2007-10-28,2007-10-28,2007-10-28,2007-10-28,19.6273325,-155.564561
2741,OJO PEAK FIRE,1,7927,Fire,2007-11-18,2007-11-18,2007-11-21,2007-11-21,34.6356278,-105.9059678
2742,CHEVRON FIRE,1,8013,Fire,2008-02-08,2008-02-08,2008-02-08,2008-02-08,32.3187158,-102.545715
2743,BROADWAY FIRE,1,8016,Fire,2008-02-13,2008-02-13,2008-02-13,2008-02-13,35.3683354,-101.8776577
2744,SCURRY FIRE COMPLEX,1,8017,Fire,2008-02-23,2008-02-23,2008-02-23,2008-02-23,32.5187487,-96.3808167
2745,SOUTH ODESSA FIRE,1,8025,Fire,2008-02-25,2008-02-25,2008-02-25,2008-02-25,33.5772527,-96.2731254
2746,SOUTH WOODWARD FIRE,1,8024,Fire,2008-02-25,2008-02-25,2008-02-25,2008-02-25,36.4336481,-99.3903862
2747,SILVER FIRE,1,8019,Fire,2008-02-25,2008-02-25,2008-02-25,2008-02-25,32.9251223,-95.4352285
2748,NEW ARCHER FIRE,1,8032,Fire,2008-02-25,2008-02-25,2008-02-28,2008-02-28,33.5816594,-98.7044869
2749,LA PERLA FIRE,1,8031,Fire,2008-03-03,2008-03-03,2008-03-04,2008-03-04,26.9879626,-99.1673556
2750,ARABELLA FIRE,1,8034,Fire,2008-03-11,2008-03-11,2008-03-12,2008-03-12,30.7018281,-104.150169
2751,OLD BASTROP HIGHWAY FIRE COMPLEX,1,8040,Fire,2008-03-14,2008-03-14,2008-03-14,2008-03-14,30.1227118,-97.8722281
2752,EIGHTY-TWO FIRE,1,8041,Fire,2008-03-14,2008-03-14,2008-03-14,2008-03-14,31.3796092,-97.9147484
2753,322 FIRE,2,8042,Fire,2008-03-15,2008-03-15,2008-03-15,2008-03-15,28.36065485,-99.40802415
2754,BURNS RANCH FIRE,1,8043,Fire,2008-03-18,2008-03-18,2008-03-19,2008-03-19,26.9879856,-98.2071041
2755,ENCINO FIRE,1,8044,Fire,2008-03-19,2008-03-19,2008-03-19,2008-03-19,26.9879856,-98.2071041
2756,QUINLAN FIRE,1,8045,Fire,2008-03-21,2008-03-21,2008-03-21,2008-03-21,36.4336481,-99.3903862
2757,SILVER HEELS FIRE,1,8048,Fire,2008-03-27,2008-03-27,2008-03-27,2008-03-27,32.2907013,-96.7711052
2758,KENTWOOD FIRE,1,8050,Fire,2008-03-31,2008-03-31,2008-03-31,2008-03-31,32.2907013,-96.7711052
2759,PARKER FIRE,1,8054,Fire,2008-04-10,2008-04-10,2008-04-10,2008-04-10,32.3187158,-102.545715
2760,ORDWAY FIRE,1,8059,Fire,2008-04-15,2008-04-15,2008-04-15,2008-04-15,38.3394806,-103.8263042
2761,HEBBRONVILLE FIRE,1,8057,Fire,2008-04-16,2008-04-16,2008-04-16,2008-04-16,27.0065425,-98.7047316
2762,TRIGO FIRE,1,8061,Fire,2008-04-21,2008-04-21,2008-04-21,2008-04-21,34.6356278,-105.9059678
2763,SANTA ANITA FIRE,1,8062,Fire,2008-04-26,2008-04-26,2008-04-27,2008-04-27,34.0536909,-118.242766
2764,PRICE FIRE,2,8069,Fire,2008-05-01,2008-05-01,2008-05-01,2008-05-01,31.52197455,-98.2392128
2765,BREVARD FIRE COMPLEX,1,8071,Fire,2008-05-11,2008-05-11,2008-05-12,2008-05-12,28.2100203,-80.7997185
2766,SUMMIT FIRE,2,8080,Fire,2008-05-22,2008-05-22,2008-05-22,2008-05-22,37.1642379,-121.99232065
2767,REIN STREET FIRE,1,8094,Fire,2008-06-03,2008-06-03,2008-06-03,2008-06-03,31.0081659,-97.4314413
2768,HUGHES RANCH FIRE,2,8095,Fire,2008-06-04,2008-06-04,2008-06-04,2008-06-04,30.1326931,-104.2608605
2769,GOTEBO FIRE,1,8093,Fire,2008-06-05,2008-06-05,2008-06-05,2008-06-05,34.7206516,-95.8991586
2770,OPHIR FIRE,1,8085,Fire,2008-06-10,2008-06-10,2008-06-10,2008-06-10,39.6519275,-121.5858444
2771,HUMBOLDT FIRE,1,8086,Fire,2008-06-11,2008-06-11,2008-06-11,2008-06-11,39.6519275,-121.5858444
2772,MARTIN FIRE,1,8087,Fire,2008-06-11,2008-06-11,2008-06-11,2008-06-11,36.9743626,-122.0294673
2773,EVANS ROAD FIRE,3,8089,Fire,2008-06-13,2008-06-13,2008-06-13,2008-06-13,35.5597792,-78.04076189999999
2774,CAMP BOWIE FIRE,1,8107,Fire,2008-06-16,2008-06-16,2008-06-16,2008-06-16,31.7525184,-98.9904722
2775,TRABING FIRE,1,8096,Fire,2008-06-20,2008-06-20,2008-06-20,2008-06-20,36.9743626,-122.0294673
2776,WILD FIRE,2,8097,Fire,2008-06-21,2008-06-21,2008-06-22,2008-06-22,38.25951525,-122.1009424
2777,BIG SPRINGS FIRE,1,8117,Fire,2008-06-25,2008-06-25,2008-06-25,2008-06-25,34.6356278,-105.9059678
2778,NASH RANCH FIRE,2,8116,Fire,2008-06-24,2008-06-24,2008-06-27,2008-06-27,38.99925245,-105.46794729999999
2779,LANE 2 FIRE,1,8106,Fire,2008-06-29,2008-06-29,2008-06-29,2008-06-29,34.5668857,-112.5515965
2780,GAP FIRE,1,8114,Fire,2008-07-03,2008-07-03,2008-07-04,2008-07-04,34.4221319,-119.702667
2781,BASIN FIRE COMPLEX,1,8119,Fire,2008-07-04,2008-07-04,2008-07-04,2008-07-04,36.600256,-121.8946388
2782,CAMP FIRE,1,8115,Fire,2008-06-21,2008-06-21,2008-07-08,2008-07-08,39.6519275,-121.5858444
2783,SPOKANE VALLEY FIRE,1,8120,Fire,2008-07-10,2008-07-10,2008-07-11,2008-07-11,47.6571934,-117.42351
2784,BADGER MOUNTAIN FIRE COMPLEX,1,8118,Fire,2008-07-10,2008-07-10,2008-07-11,2008-07-11,47.6212432,-120.0047852
2785,FLORENCE FIRE,1,8127,Fire,2008-08-07,2008-08-07,2008-08-07,2008-08-07,30.6580927,-97.6041649
2786,GLADDING FIRE,1,8137,Fire,2008-09-01,2008-09-01,2008-09-02,2008-09-02,39.1012064,-120.7650606
2787,ROYCE BUTTE FIRE,1,8160,Fire,2008-09-16,2008-09-16,2008-09-17,2008-09-17,42.6181909,-121.9339065
2788,MAREK FIRE,1,8169,Fire,2008-10-12,2008-10-12,2008-10-12,2008-10-12,34.0536909,-118.242766
2789,SESNON FIRE,1,8170,Fire,2008-10-13,2008-10-13,2008-10-13,2008-10-13,34.0536909,-118.242766
2790,TEA FIRE,1,8175,Fire,2008-11-13,2008-11-13,2008-11-14,2008-11-14,34.4221319,-119.702667
2791,SAYRE FIRE,1,8176,Fire,2008-11-14,2008-11-14,2008-11-15,2008-11-15,34.0536909,-118.242766
2792,FREEWAY FIRE COMPLEX,4,8177,Fire,2008-11-15,2008-11-15,2008-11-15,2008-11-15,33.982901175,-117.689193
2793,OLDE STAGE FIRE,1,9004,Fire,2009-01-07,2009-01-07,2009-01-07,2009-01-07,40.0149856,-105.270545
2794,CLYDE FIRE,1,9024,Fire,2009-02-25,2009-02-25,2009-02-25,2009-02-25,32.2810409,-99.3612437
2795,RHODES RANCH FIRE,1,9025,Fire,2009-02-27,2009-02-27,2009-02-27,2009-02-27,30.5728854,-97.4141053
2796,WILDERNESS RIDGE FIRE,1,9026,Fire,2009-02-28,2009-02-28,2009-02-28,2009-02-28,30.1104947,-97.3152701
2797,LOMA DEL NORTE FIRE,1,9028,Fire,2009-03-03,2009-03-03,2009-03-03,2009-03-03,29.396013,-94.9175485
2798,TUSCOLA FIRE,1,9030,Fire,2009-03-05,2009-03-05,2009-03-05,2009-03-05,30.5728854,-97.4141053
2799,TALOGA FIRE,1,9029,Fire,2009-03-05,2009-03-05,2009-03-05,2009-03-05,35.4729886,-97.5170536
2800,GREENWOOD FIRE,1,9034,Fire,2009-03-20,2009-03-20,2009-03-20,2009-03-20,31.9973662,-102.077948
2801,LAGARTO FIRE,1,9036,Fire,2009-04-02,2009-04-02,2009-04-03,2009-04-03,29.5628983,-98.3334411
2802,MAGIC CITY FIRE,1,9038,Fire,2009-04-04,2009-04-04,2009-04-04,2009-04-04,35.4425853,-100.2728514
2803,HOLIDAY BEACH FIRE,1,9039,Fire,2009-04-05,2009-04-05,2009-04-05,2009-04-05,28.1987876,-96.947708
2804,STEEL FIRE,1,9040,Fire,2009-04-07,2009-04-07,2009-04-07,2009-04-07,32.2810409,-99.3612437
2805,ELECTRA WEST FIRE,1,9049,Fire,2009-04-09,2009-04-09,2009-04-10,2009-04-10,33.9516534,-98.7088886
2806,MONTAGUE FIRE COMPLEX,1,9051,Fire,2009-04-09,2009-04-09,2009-04-10,2009-04-10,30.1104947,-97.3152701
2807,CEMENT MOUNTAIN FIRE,1,9050,Fire,2009-04-09,2009-04-09,2009-04-10,2009-04-10,29.396013,-94.9175485
2808,MIDWEST CHOCTAW FIRE,1,9048,Fire,2009-04-09,2009-04-09,2009-04-10,2009-04-10,35.4729886,-97.5170536
2809,MCCLAIN COUNTY FIRE,1,9047,Fire,2009-04-09,2009-04-09,2009-04-10,2009-04-10,34.9756991,-97.481167
2810,BRECKENRIDGE FIRE,1,9052,Fire,2009-04-09,2009-04-09,2009-04-10,2009-04-10,32.6944793,-98.8200722
2811,HEALDTON CARTER FIRE,1,9044,Fire,2009-04-09,2009-04-09,2009-04-10,2009-04-10,35.2189409,-99.5056465
2812,VELMA FIRE,1,9045,Fire,2009-04-09,2009-04-09,2009-04-10,2009-04-10,34.4858287,-97.8636045
2813,MULHALL FIRE,1,9046,Fire,2009-04-13,2009-04-13,2009-04-10,2009-04-10,34.9061837,-97.5300307
2814,1148 FIRE,1,9053,Fire,2009-04-09,2009-04-09,2009-04-10,2009-04-10,32.7215726,-98.2814881
2815,617 FIRE,1,9054,Fire,2009-04-09,2009-04-09,2009-04-10,2009-04-10,31.7030549,-98.1237815
2816,HIGHWAY 31 FIRE,1,9059,Fire,2009-04-23,2009-04-23,2009-04-23,2009-04-23,33.9368081,-79.1341782
2817,JESUSITA FIRE,1,9062,Fire,2009-05-05,2009-05-05,2009-05-06,2009-05-06,34.4221319,-119.702667
2818,BUCKWOOD FIRE,1,9063,Fire,2009-05-06,2009-05-06,2009-05-07,2009-05-07,32.5059533,-105.8063662
2819,MARTIN COUNTY FIRE COMPLEX,1,9075,Fire,2009-05-11,2009-05-11,2009-05-12,2009-05-12,29.2938628,-82.190373
